PRIORITY,TYPE,SUBTYPE,RISK_ASSESSMENT,VALUES,UNITS,STUDY_TYPE,EXPOSURE_ROUTE,SPECIES,SOURCE,DETAILS
6,LD0,-,mortality:acute,0.00420319,g/m2,"environmental, unspecified",-,picnic beetle,ECOTOX,ECOTOX Details
6,LD0,-,mortality:acute,0.0011,mg/L,static,-,fathead minnow,ECOTOX,ECOTOX Details
6,LD0,-,mortality:acute,0.1,mg/L,renewal,-,chinook salmon,ECOTOX,ECOTOX Details
6,LD0,-,mortality:acute,0.0009,mg/L,renewal,-,japanese medaka,ECOTOX,ECOTOX Details
6,LD0,-,mortality:acute,0.01,mg/L,static,-,leopard frog,ECOTOX,ECOTOX Details
6,LD0,-,mortality:acute,59.913,mg/L,"environmental, unspecified",-,strawberry root weevil,ECOTOX,ECOTOX Details
6,LD0,-,mortality:acute,0.00420319,g/m2,"environmental, unspecified",-,four-spotted sap beetle,ECOTOX,ECOTOX Details
6,LD0,-,mortality:acute,0.0001,mg/L,aquatic - not reported,-,water flea,ECOTOX,ECOTOX Details
6,LD0,-,mortality:acute,0,mg/L,static,-,scud,ECOTOX,ECOTOX Details
6,LD0,-,mortality:acute,0.001,mg/L,renewal,-,chinook salmon,ECOTOX,ECOTOX Details
6,LD0,-,mortality:acute,0.0001,mg/L,aquatic - not reported,-,water flea,ECOTOX,ECOTOX Details
-1,LD0,-,mortality:chronic,320,ppm,oral,-,norway rat,ECOTOX,ECOTOX Details
6,LD0,-,mortality:acute,0,mg/L,static,-,scud,ECOTOX,ECOTOX Details
6,LD0,-,mortality:acute,0.0005,mg/L,static,-,fathead minnow,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,90,mg/L,"environmental, unspecified",-,parasitic wasp,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,0.002,mg/L,static,-,scud,ECOTOX,ECOTOX Details
-1,LD100,-,mortality:acute,0.00302,g/m2,"environmental, unspecified",-,parasitic wasp,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,0.005,mg/L,lentic ,-,bluegill,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,300,ppm,"environmental, unspecified",-,two spotted lady beetle,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,1000,mg/L,"environmental, unspecified",-,parasitic wasp,ECOTOX,ECOTOX Details
6,LD100,-,mortality:chronic,4.2,ppm,"topical, general",-,ladybird beetle,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,0.0294,mg/L,aquatic - not reported,-,water flea,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,0.005,mg/L,lentic ,-,northern redbelly dace,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,0.0979,mg/L,aquatic - not reported,-,water flea,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,0.001,mg/L,renewal,-,chinook salmon,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,0.0053,mg/L,aquatic - not reported,-,fathead minnow,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,0.0083,mg/L,aquatic - not reported,-,fathead minnow,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,0.002,mg/L,static,-,scud,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,0.0294,mg/L,aquatic - not reported,-,fathead minnow,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,25,ppm,"environmental, unspecified",-,parasitic wasp,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,0.0083,mg/L,aquatic - not reported,-,water flea,ECOTOX,ECOTOX Details
6,LD100,-,mortality:chronic,4.2,ppm,"topical, general",-,spotless ladybird beetle,ECOTOX,ECOTOX Details
6,LD100,-,mortality:chronic,4.2,ppm,"topical, general",-,asian lady beetle,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,300,ppm,immersion,-,two spotted lady beetle,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,300,ppm,immersion,-,two spotted lady beetle,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,0.0011,mg/L,aquatic - not reported,-,water flea,ECOTOX,ECOTOX Details
6,LD100,-,mortality:acute,0.0005,mg/L,renewal,-,water flea,ECOTOX,ECOTOX Details
